time,volume,speed
6-7pm,202,30.0
6-7pm,217,30.0
5-6pm,180,30.0
7-8pm,230,26.5
8-9am,184,30.0
6-7am,208,30.0
6-7pm,243,30.0
8-9am,189,30.0
6-7am,201,30.0
8-9am,222,30.0
6-7am,206,30.0
6-7am,224,30.0
4-5pm,180,30.0
4-5pm,233,24.4
8-9am,243,22.6
7-8pm,249,27.9
5-6pm,241,24.3
6-7am,208,30.0
8-9am,184,30.0
6-7am,213,30.0
4-5pm,223,30.0
5-6pm,200,30.0
5-6pm,191,30.0
4-5pm,241,25.3
4-5pm,201,30.0
8-9am,200,30.0
4-5pm,206,30.0
6-7pm,250,22.9
8-9am,249,29.4
6-7am,218,30.0
7-8pm,230,29.3
8-9am,242,30.0
8-9am,180,30.0
6-7am,241,30.0
8-9am,206,30.0
6-7am,190,30.0
4-5pm,219,30.0
8-9am,242,22.7
4-5pm,191,30.0
4-5pm,203,30.0
6-7am,227,30.0
8-9am,213,30.0
5-6pm,208,30.0
6-7pm,187,30.0
8-9am,192,30.0
7-8pm,249,27.4
7-8pm,209,30.0
4-5pm,229,27.1
4-5pm,248,23.9
6-7am,210,30.0
6-7pm,230,26.0
5-6pm,184,30.0
7-8pm,198,30.0
7-8am,237,30.0
7-8am,207,30.0
6-7pm,185,30.0
7-8pm,235,30.0
8-9am,198,30.0
7-8pm,220,28.7
5-6pm,188,30.0
7-8pm,230,29.5
7-8pm,215,30.0
5-6pm,181,30.0
6-7am,246,23.1
5-6pm,233,30.0
5-6pm,192,30.0
7-8pm,192,30.0
4-5pm,248,21.2
4-5pm,213,30.0
8-9am,240,30.0
5-6pm,231,30.0
8-9am,231,30.0
4-5pm,210,30.0
6-7am,214,30.0
8-9am,223,28.7
4-5pm,219,30.0
7-8am,192,30.0
6-7pm,197,30.0
8-9am,236,25.7
5-6pm,214,30.0
7-8am,191,30.0
7-8pm,232,27.1
7-8pm,246,22.0
7-8am,187,30.0
5-6pm,188,30.0
7-8pm,231,30.0
6-7am,247,21.5
7-8pm,202,30.0
7-8am,205,30.0
8-9am,184,30.0
7-8pm,205,30.0
6-7pm,239,28.1
7-8am,195,30.0
4-5pm,227,30.0
4-5pm,202,30.0
7-8am,250,28.1
6-7pm,213,30.0
4-5pm,191,30.0
5-6pm,186,30.0
6-7pm,207,30.0
8-9am,208,30.0
7-8pm,232,29.5
7-8am,181,30.0
6-7am,202,30.0
7-8pm,208,30.0
6-7pm,219,30.0
4-5pm,215,30.0
7-8am,224,30.0
5-6pm,239,30.0
6-7am,230,29.2
7-8pm,245,20.5
5-6pm,227,30.0
6-7am,216,30.0
8-9am,241,30.0
8-9am,221,28.8
5-6pm,218,30.0
7-8pm,210,30.0
6-7pm,231,28.2
6-7pm,197,30.0
8-9am,243,21.1
6-7pm,233,30.0
5-6pm,184,30.0
6-7pm,204,30.0
6-7pm,208,30.0
6-7pm,240,23.1
7-8pm,225,30.0
5-6pm,201,30.0
4-5pm,203,30.0
6-7pm,196,30.0
8-9am,203,30.0
7-8am,191,30.0
8-9am,219,30.0
8-9am,227,30.0
4-5pm,239,24.1
5-6pm,186,30.0
7-8am,189,30.0
6-7pm,244,30.0
4-5pm,228,30.0
7-8am,186,30.0
8-9am,197,30.0
4-5pm,232,24.5
6-7pm,198,30.0
4-5pm,203,30.0
7-8am,222,30.0
6-7am,220,30.0
7-8pm,237,30.0
7-8am,201,30.0
7-8pm,242,24.1
4-5pm,191,30.0
4-5pm,234,30.0
5-6pm,229,30.0
6-7am,205,30.0
5-6pm,221,29.7
6-7am,204,30.0
8-9am,211,30.0
4-5pm,219,30.0
7-8am,244,26.1
8-9am,188,30.0
5-6pm,217,30.0
6-7pm,247,28.8
4-5pm,197,30.0
7-8am,225,28.7
7-8am,231,30.0
6-7am,196,30.0
8-9am,244,30.0
6-7pm,184,30.0
5-6pm,212,30.0
6-7am,186,30.0
6-7am,193,30.0
4-5pm,186,30.0
5-6pm,236,30.0
7-8am,212,30.0
6-7pm,206,30.0
6-7pm,181,30.0
8-9am,192,30.0
6-7am,197,30.0
6-7am,245,24.2
6-7am,216,30.0
7-8am,243,30.0
7-8am,213,30.0
8-9am,225,29.2
4-5pm,200,30.0
4-5pm,206,30.0
6-7am,222,30.0
7-8pm,191,30.0
6-7am,243,30.0
6-7pm,245,30.0
6-7pm,192,30.0
8-9am,209,30.0
6-7am,213,30.0
7-8pm,202,30.0
6-7pm,217,30.0
6-7am,220,30.0
6-7am,192,30.0
6-7pm,181,30.0
4-5pm,201,30.0
6-7am,214,30.0
7-8am,227,27.6
4-5pm,194,30.0
6-7pm,214,30.0
6-7pm,241,24.1
6-7pm,201,30.0
7-8pm,187,30.0
5-6pm,200,30.0
6-7pm,241,24.1
4-5pm,236,30.0
7-8pm,225,30.0
4-5pm,196,30.0
4-5pm,194,30.0
6-7pm,185,30.0
7-8pm,220,30.0
5-6pm,247,23.0
6-7pm,208,30.0
6-7pm,223,30.0
6-7pm,192,30.0
6-7pm,211,30.0
7-8pm,229,30.0
7-8am,186,30.0
7-8pm,244,22.7
6-7am,243,22.7
8-9am,242,29.8
7-8am,215,30.0
4-5pm,250,24.0
4-5pm,210,30.0
4-5pm,237,30.0
4-5pm,237,30.0
4-5pm,182,30.0
6-7am,184,30.0
5-6pm,191,30.0
5-6pm,218,29.4
4-5pm,206,30.0
6-7am,223,30.0
8-9am,208,30.0
8-9am,240,25.4
7-8pm,237,30.0
8-9am,208,30.0
8-9am,217,30.0
7-8am,193,30.0
6-7pm,243,30.0
5-6pm,232,30.0
7-8pm,205,30.0
7-8pm,230,30.0
6-7am,204,30.0
6-7pm,233,30.0
4-5pm,195,30.0
5-6pm,238,26.6
6-7am,197,30.0
5-6pm,247,23.4
4-5pm,235,25.3
7-8am,245,23.3
7-8am,202,30.0
5-6pm,193,30.0
4-5pm,221,30.0
6-7pm,233,24.3
8-9am,211,30.0
7-8am,217,30.0
6-7pm,197,30.0
6-7pm,245,29.6
6-7pm,250,21.0
7-8am,250,24.1
8-9am,206,30.0
7-8am,224,27.5
6-7pm,202,30.0
7-8pm,221,30.0
5-6pm,225,30.0
7-8pm,233,27.6
7-8pm,248,29.3
5-6pm,234,25.9
7-8am,193,30.0
7-8am,186,30.0
7-8am,214,30.0
7-8am,216,30.0
8-9am,187,30.0
6-7am,206,30.0
6-7am,225,28.2
5-6pm,208,30.0
7-8pm,229,30.0
6-7am,216,30.0
7-8pm,228,30.0
6-7am,220,28.3
7-8am,181,30.0
6-7pm,236,25.1
5-6pm,227,28.2
7-8am,205,30.0
6-7pm,217,30.0
7-8am,189,30.0
6-7am,245,30.0
8-9am,234,30.0
7-8pm,196,30.0
4-5pm,212,30.0
8-9am,199,30.0
6-7pm,186,30.0
5-6pm,218,30.0
7-8pm,250,28.0
7-8am,220,30.0
5-6pm,246,30.0
5-6pm,200,30.0
7-8am,231,30.0
8-9am,207,30.0
7-8pm,226,30.0
5-6pm,247,26.9
8-9am,181,30.0
6-7pm,237,30.0
6-7pm,211,30.0
7-8pm,221,30.0
5-6pm,194,30.0
5-6pm,216,30.0
5-6pm,227,30.0
8-9am,237,28.8
6-7am,204,30.0
7-8pm,192,30.0
6-7pm,248,25.9
6-7pm,188,30.0
4-5pm,207,30.0
7-8pm,193,30.0
6-7am,235,27.4
6-7pm,199,30.0
6-7am,222,30.0
8-9am,186,30.0
7-8am,189,30.0
4-5pm,213,30.0
6-7am,231,30.0
5-6pm,229,28.5
5-6pm,180,30.0
5-6pm,188,30.0
6-7am,185,30.0
6-7am,225,27.1
8-9am,217,30.0
4-5pm,191,30.0
6-7pm,228,30.0
5-6pm,183,30.0
4-5pm,208,30.0
6-7pm,249,29.0
7-8pm,198,30.0
6-7am,227,26.3
7-8am,250,20.8
5-6pm,195,30.0
6-7am,230,29.6
6-7pm,219,30.0
6-7pm,224,30.0
7-8am,245,30.0
8-9am,208,30.0
6-7pm,204,30.0
5-6pm,186,30.0
6-7am,239,26.5
8-9am,217,30.0
5-6pm,192,30.0
8-9am,242,22.0
7-8am,196,30.0
6-7am,192,30.0
4-5pm,204,30.0
8-9am,222,30.0
8-9am,199,30.0
7-8am,220,28.3
7-8pm,180,30.0
6-7pm,208,30.0
8-9am,235,30.0
8-9am,197,30.0
8-9am,241,28.3
6-7am,219,30.0
6-7am,202,30.0
7-8am,215,30.0
6-7pm,248,30.0
6-7am,189,30.0
7-8pm,244,25.5
7-8am,231,27.1
5-6pm,184,30.0
7-8pm,249,26.6
7-8am,199,30.0
5-6pm,217,30.0
8-9am,245,30.0
7-8am,244,30.0
7-8am,201,30.0
5-6pm,237,30.0
4-5pm,198,30.0
7-8pm,225,30.0
8-9am,242,30.0
6-7pm,227,30.0
7-8pm,206,30.0
4-5pm,226,30.0
6-7pm,185,30.0
5-6pm,221,30.0
8-9am,215,30.0
4-5pm,249,25.2
6-7pm,228,30.0
4-5pm,189,30.0
8-9am,208,30.0
4-5pm,224,30.0
7-8am,180,30.0
6-7am,236,30.0
7-8am,245,25.1
8-9am,199,30.0
4-5pm,195,30.0
4-5pm,222,29.7
5-6pm,241,28.1
4-5pm,200,30.0
7-8am,182,30.0
5-6pm,200,30.0
7-8am,185,30.0
7-8am,187,30.0
5-6pm,246,20.8
6-7pm,182,30.0
7-8am,216,29.6
4-5pm,237,27.4
7-8pm,241,30.0
7-8pm,232,28.6
5-6pm,203,30.0
6-7pm,213,30.0
5-6pm,223,27.8
4-5pm,188,30.0
7-8am,196,30.0
5-6pm,246,22.1
5-6pm,233,25.9
5-6pm,192,30.0
5-6pm,184,30.0
6-7am,244,24.0
5-6pm,241,25.9
7-8pm,249,21.7
8-9am,235,28.8
4-5pm,185,30.0
4-5pm,209,30.0
7-8pm,228,30.0
8-9am,192,30.0
7-8pm,241,24.6
5-6pm,190,30.0
6-7am,232,30.0
6-7am,180,30.0
6-7pm,246,30.0
8-9am,206,30.0
7-8am,232,30.0
8-9am,234,27.6
4-5pm,213,30.0
6-7pm,226,29.8
4-5pm,230,27.5
4-5pm,250,22.0
5-6pm,202,30.0
8-9am,241,30.0
4-5pm,224,28.8
6-7pm,197,30.0
4-5pm,195,30.0
5-6pm,200,30.0
7-8pm,231,26.9
6-7pm,250,24.4
6-7pm,186,30.0
7-8pm,180,30.0
5-6pm,198,30.0
8-9am,235,30.0
5-6pm,208,30.0
4-5pm,184,30.0
5-6pm,246,29.6
7-8pm,187,30.0
4-5pm,202,30.0
6-7pm,181,30.0
6-7am,246,29.6
7-8am,245,26.8
8-9am,201,30.0
7-8am,210,30.0
7-8pm,191,30.0
4-5pm,231,30.0
5-6pm,231,28.9
6-7am,181,30.0
6-7pm,191,30.0
7-8pm,224,30.0
7-8am,215,30.0
5-6pm,238,23.4
4-5pm,180,30.0
6-7am,244,30.0
6-7am,244,29.8
5-6pm,245,21.1
4-5pm,212,30.0
7-8pm,241,24.5
4-5pm,223,27.4
7-8pm,238,23.8
8-9am,183,30.0
7-8pm,188,30.0
7-8am,208,30.0
8-9am,220,30.0
6-7pm,246,26.3
6-7am,213,30.0
7-8pm,231,28.0
7-8am,223,30.0
7-8am,240,30.0
6-7pm,214,30.0
7-8am,204,30.0
7-8pm,210,30.0
7-8am,213,30.0
8-9am,211,30.0
6-7am,199,30.0
6-7pm,190,30.0
7-8pm,243,26.0
7-8pm,249,19.9
8-9am,241,29.4
5-6pm,243,22.4
7-8pm,215,30.0
7-8am,245,29.9
7-8pm,196,30.0
5-6pm,234,29.4
4-5pm,184,30.0
6-7am,202,30.0
6-7pm,246,27.3
7-8am,181,30.0
8-9am,228,29.6
8-9am,226,29.8
7-8am,203,30.0
5-6pm,214,30.0
4-5pm,223,30.0
6-7pm,234,30.0
4-5pm,227,30.0
5-6pm,215,30.0
6-7pm,196,30.0
6-7pm,209,30.0
5-6pm,214,30.0
7-8am,235,25.1
6-7pm,198,30.0
6-7am,199,30.0
7-8am,202,30.0
8-9am,246,26.4
5-6pm,242,30.0
6-7pm,186,30.0
7-8pm,200,30.0
6-7pm,212,30.0
8-9am,192,30.0
5-6pm,213,30.0
4-5pm,212,30.0
6-7pm,195,30.0
6-7pm,205,30.0
7-8pm,248,30.0
6-7pm,216,30.0
6-7pm,245,27.2
4-5pm,237,24.2
7-8am,216,30.0
8-9am,201,30.0
5-6pm,233,28.0
6-7am,231,26.2
7-8am,190,30.0
8-9am,220,30.0
4-5pm,214,30.0
7-8pm,214,30.0
5-6pm,226,28.5
7-8am,237,29.6
7-8am,182,30.0
6-7pm,212,30.0
4-5pm,190,30.0
4-5pm,193,30.0
7-8pm,250,30.0
6-7am,230,29.8
7-8am,193,30.0
4-5pm,190,30.0
6-7pm,219,30.0
7-8am,216,30.0
7-8am,196,30.0
8-9am,183,30.0
4-5pm,221,28.8
5-6pm,249,20.2
6-7pm,236,30.0
5-6pm,249,30.0
6-7pm,238,26.9
6-7pm,235,28.7
8-9am,248,29.0
7-8pm,241,27.3
8-9am,191,30.0
8-9am,232,30.0
7-8pm,181,30.0
4-5pm,197,30.0
4-5pm,248,30.0
7-8pm,241,30.0
5-6pm,235,25.7
5-6pm,209,30.0
5-6pm,227,30.0
7-8am,235,30.0
7-8am,229,27.0
6-7pm,213,30.0
7-8pm,210,30.0
6-7pm,214,30.0
4-5pm,248,22.2
7-8am,204,30.0
6-7pm,197,30.0
8-9am,238,27.0
6-7am,242,30.0
5-6pm,199,30.0
6-7am,182,30.0
6-7pm,216,30.0
7-8am,236,26.3
4-5pm,191,30.0
8-9am,207,30.0
4-5pm,243,21.1
7-8pm,184,30.0
7-8pm,198,30.0
4-5pm,230,30.0
7-8pm,203,30.0
7-8pm,212,30.0
7-8pm,181,30.0
4-5pm,211,30.0
6-7am,211,30.0
7-8pm,205,30.0
7-8am,192,30.0
8-9am,240,29.3
6-7pm,221,30.0
5-6pm,185,30.0
4-5pm,246,30.0
6-7am,218,30.0
7-8am,207,30.0
7-8am,235,30.0
4-5pm,215,30.0
6-7am,211,30.0
7-8am,240,25.7
7-8am,227,28.1
6-7pm,200,30.0
7-8pm,223,27.7
6-7pm,187,30.0
7-8pm,199,30.0
7-8am,193,30.0
7-8pm,220,28.1
4-5pm,224,28.5
4-5pm,204,30.0
8-9am,225,29.0
4-5pm,185,30.0
4-5pm,217,30.0
5-6pm,204,30.0
4-5pm,224,30.0
5-6pm,215,30.0
5-6pm,250,30.0
7-8pm,199,30.0
4-5pm,213,30.0
5-6pm,180,30.0
6-7am,228,28.2
7-8am,226,28.3
6-7pm,221,30.0
7-8am,248,22.1
7-8pm,247,24.1
8-9am,250,30.0
8-9am,221,30.0
6-7pm,194,30.0
7-8am,188,30.0
7-8am,202,30.0
6-7am,193,30.0
7-8pm,184,30.0
5-6pm,229,28.7
7-8am,212,30.0
7-8am,189,30.0
7-8pm,242,22.3
6-7pm,190,30.0
6-7pm,187,30.0
7-8pm,233,26.0
8-9am,187,30.0
6-7am,247,30.0
7-8am,218,30.0
6-7pm,246,30.0
7-8am,209,30.0
7-8am,204,30.0
5-6pm,202,30.0
7-8pm,233,26.8
6-7pm,225,29.4
7-8am,234,25.1
5-6pm,203,30.0
5-6pm,223,30.0
8-9am,236,23.9
8-9am,250,19.1
6-7pm,227,30.0
8-9am,235,25.4
7-8am,210,30.0
6-7pm,228,27.8
4-5pm,212,30.0
6-7am,237,23.4
5-6pm,184,30.0
8-9am,182,30.0
7-8am,180,30.0
6-7am,207,30.0
5-6pm,215,30.0
4-5pm,199,30.0
8-9am,225,30.0
7-8am,226,27.2
8-9am,209,30.0
5-6pm,191,30.0
6-7pm,207,30.0
7-8am,221,29.4
6-7pm,242,23.6
8-9am,192,30.0
5-6pm,184,30.0
6-7am,228,30.0
7-8pm,222,30.0
7-8pm,235,29.9
7-8am,195,30.0
6-7pm,181,30.0
5-6pm,228,30.0
5-6pm,185,30.0
6-7pm,199,30.0
6-7pm,208,30.0
7-8pm,230,25.3
4-5pm,244,30.0
7-8am,217,30.0
4-5pm,196,30.0
8-9am,186,30.0
4-5pm,190,30.0
4-5pm,196,30.0
6-7pm,205,30.0
6-7pm,205,30.0
6-7am,247,30.0
8-9am,214,30.0
4-5pm,191,30.0
7-8am,234,30.0
6-7pm,221,30.0
7-8am,183,30.0
7-8pm,224,30.0
4-5pm,236,27.4
7-8am,185,30.0
7-8am,205,30.0
6-7am,190,30.0
7-8am,211,30.0
6-7pm,216,30.0
4-5pm,194,30.0
6-7pm,182,30.0
5-6pm,248,30.0
5-6pm,246,23.5
7-8am,241,26.3
6-7pm,182,30.0
7-8am,247,30.0
7-8pm,187,30.0
6-7pm,214,30.0
6-7pm,181,30.0
6-7pm,214,30.0
6-7am,226,27.4
6-7pm,217,29.9
4-5pm,229,30.0
6-7am,245,20.8
5-6pm,220,30.0
7-8am,248,30.0
5-6pm,244,21.2
5-6pm,182,30.0
4-5pm,219,30.0
6-7pm,200,30.0
8-9am,225,30.0
5-6pm,210,30.0
6-7pm,215,30.0
7-8pm,212,30.0
8-9am,183,30.0
4-5pm,208,30.0
4-5pm,197,30.0
5-6pm,246,20.7
5-6pm,209,30.0
8-9am,199,30.0
7-8am,222,30.0
5-6pm,206,30.0
7-8am,249,23.7
6-7pm,197,30.0
4-5pm,247,21.1
5-6pm,198,30.0
5-6pm,200,30.0
6-7am,248,20.3
7-8am,203,30.0
4-5pm,183,30.0
6-7pm,232,30.0
7-8am,215,30.0
6-7am,193,30.0
5-6pm,214,30.0
7-8am,209,30.0
6-7pm,183,30.0
7-8pm,241,30.0
8-9am,240,25.5
4-5pm,203,30.0
7-8am,240,30.0
7-8pm,208,30.0
4-5pm,181,30.0
7-8am,208,30.0
4-5pm,206,30.0
7-8pm,242,25.3
4-5pm,238,23.9
5-6pm,231,27.0
4-5pm,228,28.3
6-7pm,248,26.1
4-5pm,184,30.0
6-7am,238,24.6
4-5pm,211,30.0
5-6pm,185,30.0
4-5pm,186,30.0
7-8pm,230,26.2
4-5pm,216,30.0
6-7am,217,30.0
4-5pm,246,21.5
5-6pm,237,30.0
5-6pm,194,30.0
4-5pm,249,30.0
7-8am,221,30.0
6-7pm,238,27.4
6-7am,205,30.0
6-7pm,212,30.0
6-7am,200,30.0
4-5pm,191,30.0
6-7pm,226,30.0
5-6pm,229,28.0
4-5pm,200,30.0
8-9am,185,30.0
7-8am,199,30.0
6-7am,202,30.0
6-7pm,233,30.0
7-8am,237,30.0
7-8am,195,30.0
8-9am,180,30.0
7-8pm,181,30.0
6-7am,243,26.9
5-6pm,243,30.0
4-5pm,240,28.6
6-7am,190,30.0
8-9am,211,30.0
7-8am,206,30.0
6-7am,187,30.0
6-7pm,198,30.0
6-7am,218,30.0
7-8am,186,30.0
5-6pm,200,30.0
6-7pm,202,30.0
6-7am,226,26.8
4-5pm,218,30.0
7-8pm,188,30.0
4-5pm,250,30.0
7-8pm,197,30.0
4-5pm,215,30.0
7-8am,247,30.0
6-7pm,187,30.0
4-5pm,247,20.1
7-8pm,216,30.0
5-6pm,220,30.0
5-6pm,225,27.2
6-7pm,243,27.2
7-8am,243,27.5
7-8am,209,30.0
4-5pm,180,30.0
7-8am,195,30.0
8-9am,233,30.0
6-7pm,224,30.0
7-8am,207,30.0
6-7am,216,30.0
5-6pm,219,30.0
6-7am,221,29.6
6-7pm,222,30.0
7-8am,183,30.0
6-7pm,222,28.8
7-8pm,241,22.7
4-5pm,184,30.0
7-8pm,199,30.0
4-5pm,248,21.0
6-7am,232,25.2
6-7pm,246,29.4
6-7am,220,30.0
8-9am,206,30.0
7-8am,225,30.0
8-9am,215,30.0
7-8pm,228,29.2
4-5pm,201,30.0
7-8pm,203,30.0
8-9am,219,30.0
6-7am,184,30.0
8-9am,243,22.6
8-9am,237,24.8
7-8am,207,30.0
6-7am,194,30.0
4-5pm,205,30.0
4-5pm,244,30.0
8-9am,244,30.0
5-6pm,241,25.0
7-8am,219,30.0
5-6pm,192,30.0
6-7am,196,30.0
7-8pm,238,29.7
8-9am,246,30.0
5-6pm,185,30.0
6-7am,191,30.0
6-7pm,193,30.0
7-8pm,219,30.0
7-8am,219,30.0
8-9am,221,30.0
7-8pm,215,30.0
8-9am,236,26.9
6-7am,199,30.0
5-6pm,181,30.0
5-6pm,245,30.0
8-9am,224,30.0
7-8pm,198,30.0
7-8am,216,30.0
8-9am,189,30.0
7-8am,249,27.0
6-7pm,183,30.0
6-7am,186,30.0
7-8am,191,30.0
8-9am,237,27.3
6-7pm,222,28.9
7-8pm,248,30.0
6-7am,239,27.4
8-9am,239,30.0
7-8am,239,28.5
5-6pm,198,30.0
4-5pm,213,30.0
6-7pm,203,30.0
8-9am,222,29.2
6-7am,238,28.5
4-5pm,240,30.0
8-9am,239,24.1
7-8am,224,30.0
7-8pm,245,30.0
6-7pm,193,30.0
5-6pm,189,30.0
4-5pm,239,29.4
5-6pm,210,30.0
4-5pm,200,30.0
7-8pm,188,30.0
4-5pm,235,25.9
7-8am,223,30.0
6-7am,202,30.0
5-6pm,242,30.0
6-7am,239,30.0
4-5pm,236,30.0
6-7pm,188,30.0
6-7pm,228,30.0
7-8pm,187,30.0
7-8pm,197,30.0
6-7pm,180,30.0
8-9am,199,30.0
4-5pm,229,29.1
8-9am,205,30.0
6-7pm,218,30.0
4-5pm,218,29.2
5-6pm,224,26.9
5-6pm,181,30.0
7-8pm,231,26.3
5-6pm,217,30.0
5-6pm,186,30.0
8-9am,225,30.0
6-7pm,183,30.0
6-7pm,230,28.7
4-5pm,228,30.0
7-8am,249,30.0
5-6pm,240,30.0
8-9am,229,26.8
7-8pm,233,30.0
6-7am,196,30.0
4-5pm,182,30.0
7-8am,235,23.8
7-8pm,190,30.0
7-8pm,233,25.6
4-5pm,234,27.9
7-8pm,245,28.0
7-8am,237,29.9
6-7am,203,30.0
7-8am,243,23.0
5-6pm,244,30.0
6-7am,226,30.0
6-7am,241,25.3
6-7am,241,22.2
5-6pm,198,30.0
6-7am,215,30.0
6-7am,246,21.7
6-7pm,211,30.0
5-6pm,189,30.0
8-9am,219,30.0
4-5pm,248,22.6
4-5pm,238,28.3
7-8pm,222,30.0
6-7am,217,30.0
5-6pm,218,30.0
4-5pm,213,30.0
6-7pm,201,30.0
5-6pm,217,30.0
6-7am,183,30.0
7-8pm,196,30.0
5-6pm,215,30.0
8-9am,215,30.0
5-6pm,181,30.0
6-7pm,202,30.0
8-9am,199,30.0
6-7pm,202,30.0
7-8pm,210,30.0
8-9am,247,21.7
5-6pm,190,30.0
7-8pm,199,30.0
7-8am,232,26.8
7-8am,236,26.3
7-8pm,206,30.0
8-9am,224,30.0
4-5pm,194,30.0
4-5pm,231,30.0
6-7pm,248,30.0
7-8am,229,30.0
6-7am,247,21.6
4-5pm,216,29.7
5-6pm,228,28.7
5-6pm,185,30.0
4-5pm,225,26.9
8-9am,214,30.0
5-6pm,192,30.0
6-7pm,230,30.0
5-6pm,210,30.0
6-7pm,204,30.0
6-7am,203,30.0
6-7am,181,30.0
6-7am,232,30.0
6-7pm,237,30.0
6-7am,216,30.0
6-7am,183,30.0
6-7pm,207,30.0
6-7am,195,30.0
7-8am,191,30.0
6-7pm,228,28.9
6-7pm,203,30.0
4-5pm,203,30.0
8-9am,189,30.0
6-7pm,234,27.1
7-8pm,221,30.0
6-7am,189,30.0
6-7am,228,30.0
8-9am,213,30.0
4-5pm,202,30.0
7-8am,205,30.0
5-6pm,242,30.0
6-7pm,235,30.0
6-7pm,193,30.0
6-7am,213,30.0
8-9am,189,30.0
4-5pm,237,30.0
6-7am,199,30.0
8-9am,184,30.0
4-5pm,199,30.0
7-8pm,180,30.0
4-5pm,242,27.9
6-7am,188,30.0
7-8pm,229,25.7
5-6pm,241,30.0
8-9am,225,30.0
6-7pm,231,30.0
7-8pm,191,30.0
4-5pm,223,30.0
7-8am,217,30.0
4-5pm,250,30.0
4-5pm,204,30.0
8-9am,193,30.0
6-7pm,242,30.0
7-8am,236,26.2
6-7pm,184,30.0
6-7am,210,30.0
4-5pm,249,24.2
7-8pm,248,20.1
6-7am,237,23.3
8-9am,184,30.0
7-8am,185,30.0
6-7pm,246,27.3
5-6pm,248,30.0
6-7am,209,30.0
6-7am,198,30.0
5-6pm,240,23.1
6-7pm,185,30.0
6-7pm,196,30.0
7-8pm,186,30.0
7-8am,192,30.0
6-7am,188,30.0
7-8pm,194,30.0
7-8am,208,30.0
7-8pm,234,30.0
6-7pm,231,30.0
7-8pm,249,30.0
5-6pm,207,30.0
6-7am,202,30.0
4-5pm,215,30.0
5-6pm,201,30.0
5-6pm,201,30.0
7-8pm,185,30.0
6-7am,228,27.7
6-7am,242,30.0
6-7pm,202,30.0
7-8pm,216,30.0
7-8am,240,25.7
5-6pm,198,30.0
7-8am,237,29.6
6-7pm,184,30.0
6-7am,243,26.0
6-7am,218,30.0
5-6pm,210,30.0
7-8pm,192,30.0
4-5pm,249,26.1
7-8am,206,30.0
6-7pm,194,30.0
7-8am,240,28.0
8-9am,185,30.0
8-9am,216,30.0
7-8pm,222,30.0
6-7pm,238,30.0
7-8am,186,30.0
4-5pm,200,30.0
7-8am,245,30.0
8-9am,236,27.8
6-7pm,233,30.0
6-7am,221,30.0
7-8am,221,30.0
4-5pm,232,25.8
5-6pm,208,30.0
4-5pm,242,30.0
5-6pm,198,30.0
8-9am,238,30.0
7-8am,197,30.0
7-8am,225,26.7
6-7pm,222,30.0
6-7am,187,30.0
7-8am,239,28.7
8-9am,223,30.0
6-7pm,200,30.0
5-6pm,201,30.0
7-8pm,209,30.0
7-8am,246,26.9
8-9am,240,24.0
6-7pm,181,30.0
4-5pm,211,30.0
5-6pm,208,30.0
6-7am,199,30.0
6-7am,233,24.3
5-6pm,240,25.2
4-5pm,184,30.0
6-7pm,241,24.0
7-8am,192,30.0
6-7am,190,30.0
7-8am,232,24.9
6-7pm,225,30.0
6-7pm,191,30.0
4-5pm,219,30.0
4-5pm,183,30.0
4-5pm,197,30.0
8-9am,203,30.0
6-7am,239,25.8
6-7pm,189,30.0
8-9am,222,30.0
6-7pm,234,26.5
7-8am,249,25.2
8-9am,190,30.0
6-7pm,187,30.0
6-7am,226,27.2
5-6pm,229,30.0
7-8am,185,30.0
7-8pm,188,30.0
8-9am,206,30.0
6-7pm,210,30.0
7-8pm,241,24.9
7-8pm,206,30.0
8-9am,208,30.0
8-9am,244,24.9
8-9am,186,30.0
5-6pm,237,28.8
5-6pm,195,30.0
4-5pm,248,21.0
6-7pm,227,27.8
4-5pm,188,30.0
7-8am,191,30.0
6-7am,216,29.5
6-7am,193,30.0
7-8pm,198,30.0
6-7pm,206,30.0
6-7pm,182,30.0
4-5pm,249,20.2
6-7pm,224,30.0
6-7am,182,30.0
7-8am,182,30.0
4-5pm,246,24.9
7-8pm,223,30.0
6-7pm,221,30.0
4-5pm,247,22.0
7-8am,238,30.0
8-9am,219,30.0
8-9am,209,30.0
8-9am,186,30.0
5-6pm,238,23.1
8-9am,200,30.0
7-8pm,203,30.0
6-7am,199,30.0
5-6pm,185,30.0
8-9am,196,30.0
6-7pm,203,30.0
8-9am,184,30.0
5-6pm,198,30.0
6-7am,200,30.0
4-5pm,183,30.0
8-9am,198,30.0
6-7pm,199,30.0
8-9am,249,19.6
8-9am,217,30.0
6-7pm,198,30.0
6-7am,236,30.0
7-8am,241,22.9
6-7am,250,30.0
7-8am,231,28.6
8-9am,237,30.0
7-8am,187,30.0
7-8pm,247,30.0
6-7am,215,30.0
6-7pm,248,21.6
4-5pm,191,30.0
5-6pm,204,30.0
6-7pm,245,21.2
6-7pm,226,30.0
8-9am,234,30.0
8-9am,181,30.0
7-8pm,219,28.5
4-5pm,191,30.0
8-9am,233,26.2
4-5pm,200,30.0
5-6pm,233,30.0
8-9am,191,30.0
5-6pm,240,22.1
5-6pm,222,30.0
4-5pm,228,30.0
5-6pm,214,30.0
7-8pm,239,25.7
